main_publisher_slug	n_journals	main_publisher	name_variants
universitas-gadjah-mada-faculty-of-pharmacy	1	Universitas Gadjah Mada - Faculty of Pharmacy	1
universitas-gadjah-mada-faculty-of-social-and-political-sciences	1	Universitas Gadjah Mada - Faculty of Social and Political Sciences	1
universitas-gadjah-mada-research-center-for-biotechnology	1	Universitas Gadjah Mada, Research Center for Biotechnology	1
universitas-hasanuddin	1	Universitas Hasanuddin	1
universitas-indonesia-faculty-of-public-health	1	Universitas Indonesia, Faculty of public health	1
universitas-jenderal-soedirman	1	Universitas Jenderal Soedirman	1
universitas-muhammadiyah-magelang	1	Universitas Muhammadiyah Magelang	1
universitas-negeri-semarang-unnes	2	Universitas Negeri Semarang (UNNES)	1
universitas-negeri-yogyakarta-yogyakarta-state-university	1	Universitas Negeri Yogyakarta (Yogyakarta State University)	1
universitas-pendidikan-indonesia	1	Universitas Pendidikan Indonesia	1
universitas-pesantren-tinggi-darul-ulum	1	Universitas Pesantren Tinggi Darul Ulum	1
universitat-autonoma-de-barcelona	16	Universitat Autonoma de Barcelona	1
universitat-autonoma-de-barcelona-and-universitat-de-girona	2	Universitat Autonoma de Barcelona and Universitat de Girona	1
universitat-autonoma-de-barcelona-servei-de-publicacions	1	Universitat Autonoma de Barcelona, Servei de Publicacions	1
universitat-de-barcelona	19	Universitat de Barcelona	1
universitat-de-barcelona-departament-de-filologia-llatina	1	Universitat de Barcelona, Departament de Filologia Llatina	1
universitat-de-barcelona-facultad-de-economia-y-empresa	1	Universitat de Barcelona, Facultad de Economia y Empresa	1
universitat-de-barcelona-facultad-de-filologia	1	Universitat de Barcelona, Facultad de Filologia	1
universitat-de-barcelona-observatorio-de-bioetica-y-derecho	1	Universitat de Barcelona, Observatorio de Bioetica y Derecho	1
universitat-de-les-illes-balears	1	Universitat de les Illes Balears	1
universitat-de-lleida	1	Universitat de Lleida	1
universitat-de-trieste	1	universitat de Trieste	1
universitat-de-valencia-department-dhistoria-de-lart	1	Universitat de Valencia, Department d'Historia de l'Art	1
universitat-de-valencia-faculty-of-philology-translation-and-communication	2	Universitat de Valencia, Faculty of Philology, Translation and Communication	1
universitat-hamburg	1	Universitat Hamburg	1
universitat-jaume-i	2	Universitat Jaume I	1
universitat-koln	1	Universität Köln	1
universitat-oberta-de-catalunya	2	Universitat Oberta de Catalunya	1
universitat-politecnica-de-catalunya	2	Universitat Politecnica de Catalunya	1
universitat-pompeu-fabra	1	Universitat Pompeu Fabra	1
universitat-ramon-llull	2	Universitat Ramon Llull	1
universitat-salzburg	1	Universitat Salzburg	1
universitat-zu-koln	1	Universitat zu Koln	1
universitatea-1-decembrie-1918-alba-iulia	1	"Universitatea ""1 Decembrie 1918"" Alba Iulia"	1
universitatea-alexandru-ioan-cuza	1	Universitatea Alexandru Ioan Cuza	1
universitatea-babes-bolyai	2	Universitatea Babes-Bolyai	1
universitatea-de-vest	1	universitatea de vest	1
universitatea-de-vest-din-timisoara-facultatea-de-litere-istorie-si-teologie	1	Universitatea de Vest din Timisoara, Facultatea de Litere, Istorie si Teologie	1
universitatea-de-vest-vasile-goldis	1	"Universitatea De Vest ""Vasile Goldis"""	1
universitatea-de-vest-vasile-goldis-din-arad	1	Universitatea de Vest Vasile Goldis din Arad	1
universitatea-din-craiova	1	Universitatea din Craiova	1
universitatea-politehnica-bucuresti	6	Universitatea Politehnica Bucuresti	1
universitatea-tehnicaa-gh-asachi-iasi	1	"Universitatea Tehnicaa ""Gh. Asachi"" Iasi"	1
universitatsbibliothek-der-technischen-universitat-berlin-abt-publikationen-vertrieb	1	Universitatsbibliothek der Technischen Universitat Berlin, Abt. Publikationen Vertrieb	1
universitatsverlag-wagner-gmbh	1	Universitatsverlag Wagner GmbH	1
universite-catholique-de-louvain	5	Universite Catholique de Louvain	1
universite-clermont-auvergne	1	Universite Clermont Auvergne	1
universite-de-bordeaux	3	Universite de Bordeaux	1
universite-de-caen	5	Universite de Caen	1
universite-de-dakar	1	Universite de Dakar	1
universite-de-dijon	1	Universite de Dijon	1
universite-de-geneve	2	Universite de Geneve	1
universite-de-liege	4	Universite de Liege	1
universite-de-lille	4	Universite de Lille	1
universite-de-paris-vi	1	Universite de Paris VI	1
universite-de-provence	2	Universite de Provence	1
universite-de-reims	1	Universite de Reims	1
universite-de-sherbrooke-departement-de-geographie	1	Universite de Sherbrooke, Departement de Geographie	1
universite-de-toulouse-faculte-des-lettres-et-sciences-humaines	1	Universite de Toulouse. Faculte des Lettres et Sciences Humaines	1
universite-de-toulouse-le-mirail	1	Universite de Toulouse-Le Mirail	1
universite-des-sciences-et-technologies-de-lille	1	Universite des Sciences et Technologies de Lille	1
universite-des-sciences-humaines	1	Universite des Sciences Humaines	1
universite-du-quebec-a-trois-rivieres-dep-des-langues-modernes	1	Universite du Quebec a Trois-Rivieres, Dep. des Langues Modernes	1
universite-laval	3	Universite Laval	1
universite-laval-departement-des-litteratures	1	Universite Laval, Departement des Litteratures	1
universite-mohammed-v-de-rabat-institut-scientifique	1	Universite Mohammed V de Rabat, Institut Scientifique	1
universite-paul-valery	1	Universite Paul-Valery	1
universite-paul-valery-montpellier-iii	2	Universite Paul Valery Montpellier III	1
universite-saint-esprit-de-kaslik	1	Universite Saint-Esprit de Kaslik	1
universite-saint-louis-bruxelles	1	Universite Saint-Louis Bruxelles	1
universiteit-van-die-oranje-vrystaat	1	Universiteit van die Oranje Vrystaat	1
universites-de-clermont-ferrand-et-de-toulouse	1	Universites de Clermont-Ferrand et de Toulouse	1
universitetsforlaget-as	5	Universitetsforlaget AS	1
universitetsforlaget-as-scandinavian-university-press	4	Universitetsforlaget AS/Scandinavian University Press	1
universitetsko-izdatelstvo-sv-kliment-okhridski-publishing-house-of-the-sofia-university-st-kilment-ohridski	2	Universitetsko Izdatelstvo Sv. Kliment Okhridski/Publishing House of the Sofia University St. Kilment Ohridski	1
universiti-kebangsaan-malaysia	6	Universiti Kebangsaan Malaysia	1
universiti-kebangsaan-malaysia-press	1	Universiti Kebangsaan Malaysia Press	1
universiti-malaysia-pahang	2	Universiti Malaysia Pahang	1
universiti-malaysia-perlis-unimap	1	Universiti Malaysia Perlis (UniMAP)	1
universiti-malaysia-sarawak	2	Universiti Malaysia Sarawak	1
universiti-malaysia-terengganu	1	Universiti Malaysia Terengganu	1
universiti-pendidikan-sultan-idris	2	Universiti Pendidikan Sultan Idris	1
universiti-pertanian-malaysia	1	Universiti Pertanian Malaysia	1
universiti-putra-malaysia	8	Universiti Putra Malaysia	1
universiti-sains-malaysia	5	Universiti Sains Malaysia	1
universiti-teknikal-malaysia-melaka	1	Universiti Teknikal Malaysia Melaka	1
universiti-utara-malaysia-press	3	Universiti Utara Malaysia Press	1
universities-federation-for-animal-welfare	1	Universities Federation for Animal Welfare	1
universities-und-landesbibliothek-sachsen-anhalt	1	Universities Und Landesbibliothek Sachsen-Anhalt	1
university-and-research-librarians-association-ankara	1	University and Research Librarians Association, ankara	1
university-aviation-association	1	University Aviation Association	1
university-carlo-cattaneo	1	University Carlo Cattaneo	1
university-center-annapolis	1	University Center Annapolis	1
university-centre-of-maringa-cesumar	1	University Centre of Maringa - CESUMAR	1
university-clinical-education-research-associates-ucera	1	University Clinical, Education & Research Associates (UCERA)	1
university-clinical-hospital-tuzla	1	University Clinical Hospital Tuzla	1
university-college-hospital	1	University College Hospital	1
university-college-london	1	University College London	1
university-college-london-school-of-slavonic-and-east-european-studies	1	University College London - School of Slavonic and East European Studies	1
university-college-of-swansea	1	University College of Swansea	1
university-constantin-brancusi-of-targu-jiu	1	University Constantin Brancusi of Targu-Jiu	1
university-federal-rural-semiarid-ufersa	1	University Federal Rural Semiarid (UFERSA)	1
university-film-and-video-association	1	University Film and Video Association	1
university-health-partners-of-hawaii	1	University Health Partners of Hawaii	1
university-hospital-center-sestre-milosrdnice	1	University Hospital Center Sestre milosrdnice	1
university-library-system-university-of-pittsburgh	5	University Library System, University of Pittsburgh	1
university-microfilms-international	1	University Microfilms International	1
university-mohammed-premier-oujda	1	University Mohammed Premier Oujda	1
university-of-aberdeen	1	University of Aberdeen	1
university-of-adelaide	4	University of Adelaide	1
university-of-agricultural-sciences-and-veterinary-medicine	1	University of Agricultural Sciences and Veterinary Medicine	1
university-of-akron	2	University of Akron	1
university-of-alabama	1	University of Alabama	1
university-of-alberta	3	University of Alberta	1
university-of-alicante	4	University of Alicante	1
university-of-alicante-department-of-social-work-and-social-services	1	University of Alicante - Department of Social Work and Social Services	1
university-of-alicante-faculty-of-education	1	University of Alicante. Faculty of Education	1
university-of-almeria	1	University of Almeria	1
university-of-antwerp	1	University of Antwerp	1
university-of-arizona	2	University of Arizona	1
university-of-arkansas	2	University of Arkansas	1
university-of-auckland	2	University of Auckland	1
university-of-aveiro	1	University of Aveiro	1
university-of-bacau	1	University of Bacau	1
university-of-baghdad	2	University of Baghdad	1
university-of-baghdad-college-of-agriculture	1	University of Baghdad, College of Agriculture	1
university-of-baghdad-college-of-pharmacy	1	University of Baghdad - College of Pharmacy	1
university-of-baghdad-iraq-natural-history-reseach-center-and-museum	1	University of Baghdad - Iraq Natural History Reseach Center and Museum	1
university-of-bahrain	1	University of Bahrain	1
university-of-baltimore	2	University of Baltimore	1
university-of-basrah-college-of-agriculture	1	University of Basrah, College of Agriculture	1
university-of-bath	1	University of Bath	1
university-of-belgrade	7	University of Belgrade	1
university-of-belgrade-faculty-of-agriculture	1	University of Belgrade - Faculty of Agriculture	1
university-of-belgrade-faculty-of-special-education-and-rehabilitation	1	University of Belgrade - Faculty of Special Education and Rehabilitation	1
university-of-benin	2	University of Benin	1
university-of-bialystok	2	University of Bialystok	1
university-of-bielefeld	2	University of Bielefeld	1
university-of-bologna	3	University of Bologna	1
university-of-bologna-department-of-mathematics	1	University of Bologna, Department of Mathematics	1
university-of-boras	1	University of Boras	1
university-of-brawijaya	1	University Of Brawijaya	1
university-of-british-columbia	2	University of British Columbia	1
university-of-bucharest	6	University of Bucharest	1
university-of-calgary-press	4	University of Calgary Press	1
university-of-california	1	University of California	1
university-of-california-escholarship	1	University of California eScholarship	1
university-of-california-escholarship-repository	1	University of California eScholarship Repository	1
university-of-california-press	50	University of California Press	1
university-of-cantabria	1	University of Cantabria	1
university-of-canterbury	1	University of Canterbury	1
university-of-cape-town	1	University of Cape Town	1
university-of-central-florida	1	University of Central Florida	1
university-of-chemical-technology-and-metallurgy	2	University of Chemical Technology and Metallurgy	1
university-of-chemistry-and-technology-faculty-of-environmental-technology	1	University of Chemistry and Technology, Faculty of Environmental Technology	1
university-of-chicago-department-of-computer-science	1	University of Chicago, Department of Computer Science	1
university-of-chicago-press	90	University of Chicago Press	1
university-of-cienfuegos-carlos-rafael-rodriguez	1	University of Cienfuegos, Carlos Rafael Rodriguez	1
university-of-cincinnati-college-of-law	1	University of Cincinnati, College of Law	1
university-of-colorado	5	University of Colorado	1
university-of-copenhagen	3	University of Copenhagen	1
university-of-coruna-faculty-of-economics-and-business	1	University of Coruna, Faculty of Economics and Business	1
university-of-craiova	2	University of Craiova	1
university-of-defence	2	University of Defence	1
university-of-delaware	1	University of Delaware	1
university-of-delhi	1	University of Delhi	1
university-of-denver	2	University of Denver	1
university-of-denver-sturm-college-of-law	1	University of Denver Sturm College of Law	1
university-of-detroit	1	University of Detroit	1
university-of-deusto	1	University of Deusto	1
university-of-dhaka	1	University of Dhaka	1
university-of-durham-dept-of-geography	1	University of Durham. Dept. of Geography	1
university-of-east-anglia-centre-for-social-and-economic-research-on-the-global-environment	1	University of East Anglia, Centre for Social and Economic Research on the Global Environment	1
university-of-economics-and-human-sciences-in-warsaw	1	University of Economics and Human Sciences in Warsaw	1
university-of-economics-and-human-sciences-warsaw	1	University of Economics and Human Sciences, Warsaw	1
university-of-economics-prague	1	University of Economics - Prague	1
university-of-edinburgh	1	University of Edinburgh	1
university-of-electronic-science-and-technology-of-china	2	University of Electronic Science and Technology of China	1
university-of-engineering-and-technology-lahore	1	University of Engineering and Technology, Lahore	1
university-of-florida	4	University of Florida	1
university-of-florida-college-of-law	1	University of Florida College of Law	1
university-of-forestry	1	University of Forestry	1
university-of-georgia	2	University of Georgia	1
university-of-ghana	1	University of Ghana	1
university-of-goettingen	1	University of Goettingen	1
university-of-goteborg	1	University of Goteborg	1
university-of-granada	1	University of Granada	1
university-of-granada-department-of-hydrogeology	1	University of Granada, Department of Hydrogeology	1
university-of-guilan	3	University of Guilan	1
university-of-hacettepe	1	University of Hacettepe	1
university-of-hamburg	1	University of Hamburg	1
university-of-hawaii-at-manoa	1	University of Hawaii at Manoa	1
university-of-hawaii-press	17	University of Hawaii Press	1
university-of-health-sciences	1	University of Health Sciences	1
university-of-helsinki	2	University of Helsinki	1
university-of-hertfordshire	1	University of Hertfordshire	1
university-of-hong-kong	2	University of Hong Kong	1
university-of-houston	2	University of Houston	1
university-of-hradec-kralove	1	University of Hradec Kralove	1
university-of-idaho-library	2	University of Idaho Library	1
university-of-illinois	1	University of Illinois	1
university-of-illinois-at-urbana-champaign	1	University of Illinois at Urbana-Champaign	1
university-of-illinois-press	11	University of Illinois Press	1
university-of-ioannina	1	University of Ioannina	1
university-of-iowa	5	University of Iowa	1
university-of-isfahan	2	University of Isfahan	1
university-of-isfahan-department-of-english	1	University of Isfahan, Department of English	1
university-of-johannesburg	1	University of Johannesburg	1
university-of-jordan	3	University of Jordan	1
university-of-kansas	2	University of Kansas	1
university-of-karachi	1	University of Karachi	1
university-of-kashan	2	University of Kashan	1
university-of-kassel	2	University of Kassel	1
