scopus_id	issn_type	issn	linking_issn
21100839122	electronic	2542-2243	2221-3007
21100839122	print	2221-3007	2221-3007
21100839125	electronic	2383-093X	2383-093X
21100839128	electronic	2234-8883	2234-8255
21100839128	print	2234-8255	2234-8255
21100839164	electronic	1805-1421	1211-0981
21100839164	print	1211-0981	1211-0981
21100839175	electronic	2158-0537	2158-0537
21100839175	print	2158-0782	2158-0537
21100839186	electronic	2570-6586	2570-6578
21100839186	print	2570-6578	2570-6578
21100839216	electronic	2399-4495	1793-1398
21100839216	print	1793-1398	1793-1398
21100839283	print	0217-4472	0217-4472
21100840013	electronic	2199-4501	2095-8226
21100840013	print	2095-8226	2095-8226
21100840020	electronic	2334-3745	2334-3745
21100840026	electronic	2010-3700	2010-3700
21100840031	electronic	2333-7494	2333-7486
21100840031	print	2333-7486	2333-7486
21100840034	print	1847-7917	1847-7917
21100840040	electronic	2415-7503	1029-3531
21100840040	print	1029-3531	1029-3531
21100840059	electronic	2158-2505	2158-2491
21100840076	print	0254-8372	0254-8372
21100840089	electronic	2408-2384	1686-5456
21100840089	print	1686-5456	1686-5456
21100840125	electronic	2392-2419	2081-6774
21100840135	electronic	2049-3509	2049-3509
21100840135	print	2055-6314	2049-3509
21100840144	electronic	1849-4544	1849-4544
21100840149	print	1042-6337	1042-6337
21100840179	electronic	2326-3601	2326-3598
21100840179	print	2326-3598	2326-3598
21100840182	electronic	2317-773X	2317-773X
21100840337	electronic	2411-7986	2078-8665
21100840337	print	2078-8665	2078-8665
21100840346	electronic	2158-9674	2158-9666
21100840346	print	2158-9666	2158-9666
21100840355	electronic	2409-9082	0320-2941
21100840355	print	1998-426X	1998-426X
21100840368	electronic	2395-8936	2395-8936
21100840368	print	2007-2406	2007-2406
21100840441	electronic	2166-3556	2166-3548
21100840441	print	2166-3548	2166-3548
21100840442	electronic	2227-9059	2227-9059
21100840444	electronic	2067-3094	0069-9616
21100840444	print	0069-9616	0069-9616
21100840445	electronic	2235-2155	1664-1531
21100840445	print	1664-1531	1664-1531
21100840458	electronic	2303-4521	2303-4521
21100840483	electronic	2166-2932	2150-0428
21100840483	print	2150-0428	2150-0428
21100840511	electronic	2386-8295	2386-8295
21100840720	electronic	1848-3313	1848-3313
21100840720	print	1848-3305	1848-3313
21100840723	electronic	2536-9814	1110-6131
21100840723	print	1110-6131	1110-6131
21100840730	electronic	2165-8692	2165-8684
21100840730	print	2165-8684	2165-8684
21100840734	electronic	2161-2188	2161-2188
21100840734	print	2161-2196	2161-2188
21100840936	electronic	1909-2474	1909-2474
21100840936	print	0122-5391	1909-2474
21100840951	electronic	2542-1565	2071-9388
21100840951	print	2071-9388	2071-9388
21100841273	electronic	2411-9202	1811-0932
21100841273	print	1811-0932	1811-0932
21100841277	electronic	2384-9479	0004-0304
21100841277	print	0004-0304	0004-0304
21100841303	print	0718-8285	0718-8285
21100841704	electronic	1810-7621	1810-7621
21100841704	print	1945-8959	1810-7621
21100841705	electronic	2413-6042	1816-0395
21100841705	print	1816-0395	1816-0395
21100841715	electronic	2372-0468	2372-0468
21100841715	print	2372-0484	2372-0468
21100841738	electronic	1314-8060	1311-1728
21100841738	print	1311-1728	1311-1728
21100841760	electronic	2059-1101	2059-1098
21100841760	print	2059-1098	2059-1098
21100841770	electronic	0975-2730	0974-9101
21100841770	print	0974-9101	0974-9101
21100841779	electronic	1848-7718	1848-7718
21100841829	electronic	2050-4527	2050-4527
21100841853	electronic	1336-782X	1336-782X
21100842159	electronic	2063-4269	2062-0810
21100842159	print	2062-0810	2062-0810
21100842182	electronic	2530-6448	1138-9621
21100842186	electronic	2410-972X	1017-1703
21100842186	print	1017-1703	1017-1703
21100842323	electronic	2151-559X	2151-5581
21100842323	print	2151-5581	2151-5581
21100842538	electronic	1664-848X	1664-848X
21100842562	print	0123-4412	0123-4412
21100842565	electronic	2050-4047	2050-4039
21100842565	print	2050-4039	2050-4039
21100842566	electronic	2052-7772	2052-7764
21100842566	print	2052-7764	2052-7764
21100842663	electronic	2451-9049	2451-9049
21100842664	electronic	2231-7163	1823-8602
21100842664	print	1823-8602	1823-8602
21100842665	electronic	2333-5084	2333-5084
21100842666	electronic	2376-1202	2376-1199
21100842666	print	2376-1199	2376-1199
21100842667	electronic	2398-502X	2398-502X
21100842801	electronic	2414-0341	1029-7448
21100842801	print	1029-7448	1029-7448
21100842802	print	1028-8708	1028-8708
21100842803	electronic	1476-3540	1055-6796
21100842803	print	1055-6796	1055-6796
21100842804	electronic	1971-8403	0392-4939
21100842804	print	0392-4939	0392-4939
21100842805	electronic	2335-660X	2335-6596
21100842805	print	2335-6596	2335-6596
21100842827	print	0137-5520	0137-5520
21100842838	electronic	2471-2086	2471-2086
21100842850	electronic	2176-6142	2176-6142
21100842860	electronic	2011-7663	2011-7663
21100842860	print	2248-6046	2011-7663
21100842861	electronic	2047-3710	2047-3710
21100842862	electronic	2322-4568	2322-4568
21100842866	electronic	2334-7287	1821-0147
21100842866	print	1821-0147	1821-0147
21100842867	electronic	2468-0672	2468-0672
21100842871	electronic	2058-9883	2058-9883
21100843001	electronic	1867-0539	1867-0520
21100843001	print	1867-0520	1867-0520
21100843003	electronic	2057-4347	2057-4347
21100843011	electronic	2459-4849	0439-691X
21100843011	print	0439-691X	0439-691X
21100843015	electronic	2408-8897	2313-2272
21100843015	print	2313-2272	2313-2272
21100843025	electronic	1680-0826	1680-0826
21100843026	electronic	2352-3093	2352-3093
21100843120	print	1232-3071	1232-3071
21100843238	electronic	2365-709X	2365-709X
21100843245	electronic	2355-9179	2085-3297
21100843245	print	2085-3297	2085-3297
21100843261	electronic	2183-3575	1645-2089
21100843261	print	1645-2089	1645-2089
21100843270	electronic	2197-4284	2197-4284
21100843319	electronic	2288-2987	1226-8046
21100843319	print	1226-8046	1226-8046
21100843323	electronic	2156-9614	2156-9614
21100843325	electronic	2313-8734	2313-8734
21100843325	print	2409-6008	2313-8734
21100843337	electronic	2199-398X	2199-398X
21100843337	print	2199-3971	2199-398X
21100843344	electronic	2340-5236	0211-2175
21100843358	electronic	2454-0358	2454-034X
21100843358	print	2454-034X	2454-034X
21100843362	electronic	2367-2404	2367-2404
21100843362	print	2367-2390	2367-2404
21100843365	electronic	2406-825X	2089-1490
21100843365	print	2089-1490	2089-1490
21100843483	electronic	2531-6389	2284-2098
21100843483	print	2284-2098	2284-2098
21100843484	electronic	2476-1419	2476-1397
21100843484	print	2476-1397	2476-1397
21100843485	electronic	2254-4380	2254-4380
21100843496	print	0122-8102	0122-8102
21100843497	electronic	2152-2820	2152-2820
21100843526	electronic	1972-5620	0391-6081
21100843526	print	0391-6081	0391-6081
21100843529	electronic	1847-9375	1847-8344
21100843666	electronic	2386-4850	0213-5868
21100843666	print	0213-5868	0213-5868
21100843667	electronic	2296-889X	2296-889X
21100843693	electronic	2297-1769	2297-1769
21100843696	print	2305-7068	2305-7068
21100843738	electronic	2195-478X	2195-4771
21100843738	print	2195-4771	2195-4771
21100843798	print	2206-5865	2206-5865
21100843805	electronic	2282-1619	2282-1619
21100843856	electronic	0719-8949	0718-5456
21100843856	print	0718-5456	0718-5456
21100843857	electronic	2055-6764	2055-6756
21100843857	print	2055-6756	2055-6756
21100843893	electronic	2331-186X	2331-186X
21100843959	electronic	2314-4971	2314-4971
21100843959	print	2314-4963	2314-4971
21100844041	electronic	1338-7227	1337-3463
21100844041	print	1337-3463	1337-3463
21100844047	print	1544-9793	1544-9793
21100844065	electronic	2014-8151	2013-4118
21100844065	print	2013-4118	2013-4118
21100844181	electronic	2056-5615	2056-5615
21100844181	print	2056-5607	2056-5615
21100844825	electronic	1752-2323	0014-3006
21100844825	print	0014-3006	0014-3006
21100844882	electronic	2288-7474	2288-7474
21100844882	print	2288-8063	2288-7474
21100844907	electronic	2345-2781	2345-2781
21100844910	electronic	1755-2281	1755-2273
21100844910	print	1755-2273	1755-2273
21100845200	electronic	2322-4835	2322-2476
21100845200	print	2322-2476	2322-2476
21100845232	electronic	1972-523X	1127-0195
21100845232	print	1127-0195	1127-0195
21100845366	electronic	2161-427X	2161-427X
21100845366	print	1524-8429	2161-427X
21100845367	electronic	2255-3827	2255-3827
21100845376	electronic	2179-8699	1806-3845
21100845376	print	1806-3845	1806-3845
21100845389	print	2226-8383	2226-8383
21100845391	electronic	2326-067X	0078-7469
21100845391	print	0078-7469	0078-7469
21100845393	electronic	2161-4318	1040-9483
21100845393	print	1040-9483	1040-9483
21100845450	print	0211-3503	0211-3503
21100845452	print	0300-1156	0300-1156
21100845459	print	0902-3232	0902-3232
21100845615	electronic	2173-6545	0213-683X
21100845615	print	0213-683X	0213-683X
21100845633	electronic	2339-5206	2339-5095
21100845633	print	2339-5095	2339-5095
21100845638	electronic	1754-6087	1546-007X
21100845638	print	1546-007X	1546-007X
21100845654	electronic	1756-2597	1553-0981
21100845654	print	1553-0981	1553-0981
21100845655	electronic	2165-5413	2165-5405
21100845655	print	2165-5405	2165-5405
21100845659	electronic	0719-2584	0719-2584
21100845659	print	0719-2576	0719-2584
21100845669	electronic	2155-7888	2155-7888
21100845669	print	2168-0604	2155-7888
21100845670	electronic	2333-9934	0095-280X
21100845670	print	0095-280X	0095-280X
21100845829	electronic	2052-2541	2052-2541
21100846160	electronic	1848-7874	1847-6376
21100846160	print	1847-6376	1847-6376
21100846303	electronic	2035-8466	2035-8466
21100846307	electronic	2037-5298	0373-3505
21100846307	print	0373-3505	0373-3505
21100846309	electronic	2373-3594	2315-4462
21100846309	print	2315-4462	2315-4462
21100846340	electronic	1338-1385	1337-7477
21100846923	print	1673-1689	1673-1689
21100846961	electronic	2470-1173	2470-1173
21100847074	electronic	2236-5664	1519-1540
21100847074	print	1519-1540	1519-1540
21100847272	electronic	2423-4214	2345-5357
21100847272	print	2345-5357	2345-5357
21100847273	electronic	2324-9269	2324-9269
21100847284	electronic	2250-7116	2250-7116
21100847298	electronic	2174-517X	0210-3729
21100847298	print	0210-3729	0210-3729
21100847303	print	1513-9700	1513-9700
21100847304	electronic	2414-6250	2223-8905
21100847304	print	2223-8905	2223-8905
21100847371	electronic	2287-2388	2287-237X
21100847371	print	2287-237X	2287-237X
21100847372	electronic	2234-179X	2234-0912
21100847372	print	2234-0912	2234-0912
21100847373	electronic	2043-7633	2043-7633
21100847432	electronic	2079-6439	2079-6439
21100847439	electronic	2300-5505	2300-5505
21100847439	print	2299-3711	2300-5505
21100847440	electronic	1875-838X	0952-617X
21100847440	print	0952-617X	0952-617X
21100847441	electronic	2254-7339	2254-7339
21100847442	electronic	2355-9306	2355-9306
21100847442	print	2355-9314	2355-9306
21100847462	print	0310-9682	0310-9682
21100847471	electronic	2321-0303	2277-9779
21100847471	print	2277-9779	2277-9779
21100847472	electronic	2543-6376	2543-6376
21100847474	electronic	2051-9702	2051-9699
21100847474	print	2051-9699	2051-9699
21100847475	print	0857-6149	0857-6149
21100847478	electronic	2336-4378	1212-6209
21100847478	print	1212-6209	1212-6209
21100847479	electronic	2249-5320	0973-1849
21100847479	print	0973-1849	0973-1849
21100847480	electronic	2350-417X	0567-784X
21100847480	print	0567-784X	0567-784X
21100847481	electronic	2051-5561	2051-5553
21100847481	print	2051-5553	2051-5553
21100847525	print	0350-0608	0350-0608
21100847596	print	0755-6365	0755-6365
21100847643	print	0394-4549	0394-4549
21100847679	print	0168-938X	0168-938X
21100847882	print	0035-3965	0035-3965
21100847942	electronic	2058-8585	2058-8585
21100848051	print	1011-0062	1011-0062
21100848403	electronic	2331-348X	1551-6776
21100848403	print	1551-6776	1551-6776
21100848408	print	2229-838X	2229-838X
21100848431	print	0024-1148	0024-1148
21100848432	print	2564-7024	2564-7024
21100848457	electronic	2352-3204	2352-3204
21100848471	electronic	2471-5646	2471-5638
21100848471	print	2471-5638	2471-5638
21100848497	electronic	2504-3838	2504-3838
21100848497	print	2504-3811	2504-3838
21100849700	electronic	2059-8521	2059-8521
21100849723	electronic	2058-5357	2058-5349
21100849723	print	2058-5349	2058-5349
21100850505	electronic	2365-6549	2365-6549
21100850511	print	2057-1607	2057-1607
21100850512	print	1394-5130	1394-5130
21100850516	electronic	1973-2937	1973-2937
21100850519	electronic	2056-306X	2056-306X
21100850718	electronic	2379-5042	2379-5042
21100850723	electronic	2379-5077	2379-5077
21100850730	electronic	2059-0105	2059-0105
21100850732	electronic	1029-5143	1029-5143
21100850732	print	1029-5151	1029-5143
21100850734	electronic	2312-3168	1814-4861
21100850734	print	1814-4861	1814-4861
21100850743	electronic	2414-1267	2218-3000
21100850743	print	2218-3000	2218-3000
21100850746	print	2500-4255	2500-4255
21100850750	electronic	2195-2248	2195-2248
21100850750	print	2195-4194	2195-2248
21100850798	electronic	2057-3960	2057-3960
21100851236	electronic	2049-1239	2049-1220
21100851236	print	2049-1220	2049-1220
21100851239	electronic	2561-178X	2561-1771
21100851239	print	2561-1771	2561-1771
21100851285	electronic	1948-5204	1948-5204
21100851290	electronic	1948-0210	1948-0210
21100851335	electronic	2053-3713	2053-3713
21100851336	electronic	2317-630X	0100-6045
21100851336	print	0100-6045	0100-6045
21100851338	electronic	2336-5676	2336-5668
21100851338	print	2336-5668	2336-5668
21100851347	electronic	2254-3511	2254-3295
21100851347	print	2254-3295	2254-3295
21100851349	electronic	1848-2325	0353-765X
21100851349	print	0353-765X	0353-765X
21100851350	electronic	2520-1786	2520-1786
21100851416	electronic	2041-5494	0114-0582
21100851416	print	0114-0582	0114-0582
21100851417	print	1999-8732	1999-8732
21100851481	electronic	2296-2360	2296-2360
21100851482	electronic	2283-6659	1824-6672
21100851482	print	1824-6672	1824-6672
21100851818	electronic	1988-2378	0211-9803
21100851818	print	0211-9803	0211-9803
21100851844	electronic	2289-4489	2289-4489
21100851994	print	1000-7601	1000-7601
21100851998	electronic	1838-8973	1838-8973
21100851999	electronic	2049-0941	2049-0933
21100851999	print	2049-0933	2049-0933
21100852014	electronic	2329-4892	2329-4884
21100852014	print	2329-4884	2329-4884
21100852103	electronic	2392-8077	1583-7327
21100852103	print	1583-7327	1583-7327
21100852104	electronic	2084-3828	0860-0120
21100852104	print	0860-0120	0860-0120
21100852105	electronic	2468-4252	2468-4244
21100852105	print	2468-4244	2468-4244
21100852120	electronic	2055-5008	2055-5008
21100852130	electronic	2457-1687	2344-6544
21100852130	print	2344-6544	2344-6544
21100852132	electronic	2056-7944	2056-7944
21100852202	electronic	2572-4525	2572-4525
21100852535	print	0894-0401	0894-0401
21100852711	electronic	2367-1696	2367-1696
21100852711	print	2367-1181	2367-1696
21100852883	print	0306-5073	0306-5073
21100852964	electronic	2588-3887	2345-3303
21100852964	print	2345-3303	2345-3303
21100852965	electronic	2161-6035	2161-6035
21100852965	print	2163-0453	2161-6035
21100852968	electronic	1759-3441	0812-0439
21100852968	print	0812-0439	0812-0439
21100852973	electronic	2042-5333	2042-5333
21100852974	electronic	2159-256X	2159-2543
21100852974	print	2159-2543	2159-2543
21100852978	electronic	0976-2892	0976-2884
21100852978	print	0976-2884	0976-2884
21100852979	electronic	1939-2109	1939-2095
21100852979	print	1939-2095	1939-2095
21100852980	electronic	1948-9358	1948-9358
21100852982	electronic	2228-1665	0235-8026
21100852982	print	0235-8026	0235-8026
21100852983	electronic	1923-2837	1923-2829
21100852983	print	1923-2829	1923-2829
21100852984	electronic	1970-1195	1970-1187
21100852984	print	1970-1187	1970-1187
21100852987	electronic	2251-9599	2251-953X
21100852987	print	2251-953X	2251-953X
21100852989	electronic	2075-4418	2075-4418
21100852990	electronic	1994-0440	1994-0440
21100852990	print	1994-0432	
21100852991	electronic	2090-6412	2090-6404
21100852991	print	2090-6404	2090-6404
21100852992	electronic	2090-6714	2090-6706
21100852992	print	2090-6706	2090-6706
21100852994	electronic	2166-0476	2166-0468
21100852994	print	2166-0468	2166-0468
21100852996	print	1734-1558	1734-1558
21100852998	electronic	1662-629X	1423-5528
21100852998	print	1423-5528	1423-5528
21100853002	electronic	2066-7647	2066-7620
21100853002	print	2066-7620	2066-7620
21100853003	electronic	2090-3200	2090-3200
21100853003	print	2090-3197	2090-3200
21100853006	electronic	2233-8268	2233-8276
21100853006	print	2233-8276	2233-8276
21100853007	electronic	2322-5769	2322-3944
21100853007	print	2322-3944	2322-3944
21100853009	electronic	1178-7082	1178-7082
21100853012	print	1312-773X	1312-773X
21100853013	electronic	2406-0496	1451-740X
21100853013	print	1451-740X	1451-740X
21100853015	electronic	2052-0573	2052-0573
21100853016	print	2073-4468	2073-4468
21100853248	electronic	1755-4268	1755-4268
21100853248	print	1755-425X	1755-4268
21100853493	electronic	2056-3426	2056-3426
21100853493	print	2056-3418	
21100853495	electronic	2220-8372	2220-8372
21100853496	electronic	2321-4856	2321-4856
21100853496	print	1658-631X	2321-4856
21100853497	electronic	1791-4728	1791-4299
21100853497	print	1791-4299	1791-4299
21100853500	electronic	2212-6988	2212-697X
21100853500	print	2212-697X	2212-697X
21100853501	electronic	2000-9666	2000-9666
21100853502	electronic	1758-4019	1758-4000
21100853502	print	1758-4000	1758-4000
21100853503	electronic	2008-6830	2008-5117
21100853503	print	2008-5117	2008-5117
21100853505	electronic	2213-3860	2213-3852
21100853505	print	2213-3852	2213-3852
21100853506	electronic	2288-5943	2288-5919
21100853506	print	2288-5919	2288-5919
21100853507	electronic	1848-705X	1331-7563
21100853507	print	1331-7563	1331-7563
21100853509	electronic	2406-0631	1821-0902
21100853509	print	1821-0902	1821-0902
21100853510	electronic	1920-454X	1920-4531
21100853510	print	1920-4531	1920-4531
21100853511	electronic	2090-2875	2090-2867
21100853511	print	2090-2867	2090-2867
21100853513	electronic	2211-7393	2211-7385
21100853513	print	2211-7385	2211-7385
21100853514	electronic	2322-5319	2322-5319
21100853514	print	2322-5327	2322-5319
21100853515	print	1220-658X	1220-658X
21100853516	electronic	1672-2930	1672-2930
21100853517	print	1811-9514	1811-9514
21100853518	electronic	2079-4983	2079-4983
21100853521	electronic	1931-2253	0959-6682
21100853521	print	0959-6682	0959-6682
21100853525	electronic	2090-3553	2090-3553
21100853525	print	2090-3545	2090-3553
21100853526	electronic	2167-8383	2167-8375
21100853526	print	2167-8375	2167-8375
21100853527	electronic	2198-4026	2198-4026
21100853527	print	2198-4018	2198-4026
21100853531	print	0975-5500	0975-5500
21100853532	electronic	1178-6388	1178-6388
21100853533	print	1308-9234	1308-9234
21100853534	print	1414-8536	1414-8536
21100853541	electronic	2304-7232	2304-7232
21100853545	electronic	2230-7346	2230-7346
21100853546	electronic	2333-3936	2333-3936
21100853547	electronic	1313-9940	1314-0213
21100853547	print	1314-0213	1314-0213
21100853548	electronic	2090-0112	2090-0104
21100853548	print	2090-0104	2090-0104
21100853549	electronic	2090-195X	2090-195X
21100853549	print	2090-1941	2090-195X
21100853550	electronic	2192-8959	2192-8932
21100853550	print	2192-8932	2192-8932
21100853551	electronic	2194-802X	2194-802X
21100853551	print	2194-8011	2194-802X
21100853553	print	0250-5207	0250-5207
21100853556	electronic	2230-3561	2230-3561
21100853557	electronic	2300-4266	2300-4266
21100853558	electronic	2045-7553	2045-7553
21100853558	print	2045-7545	2045-7553
21100853559	electronic	2164-9561	2164-9561
21100853559	print	2164-957X	2164-9561
21100853560	electronic	2226-7220	2223-9170
21100853560	print	2223-9170	2223-9170
21100853561	electronic	2211-3509	2211-3495
21100853561	print	2211-3495	2211-3495
21100853562	electronic	2211-5439	2211-5420
21100853562	print	2211-5420	2211-5420
21100853564	electronic	2210-738X	2210-7371
21100853564	print	2210-7371	2210-7371
21100853565	electronic	1309-0674	1309-0658
21100853565	print	1309-0658	1309-0658
21100853566	electronic	1735-9392	1735-9392
21100853566	print	1735-8949	1735-9392
21100853568	print	2214-420X	2214-420X
21100853572	electronic	1792-9172	1790-7306
21100853572	print	1790-7306	1790-7306
21100853573	electronic	2090-1372	2090-1364
21100853573	print	2090-1364	2090-1364
21100853574	electronic	2090-2859	2090-2840
21100853574	print	2090-2840	2090-2840
21100853577	print	1414-8145	1414-8145
21100853599	electronic	2587-585X	2541-9668
21100853599	print	2541-9668	2541-9668
21100853663	electronic	2199-6679	2199-6679
21100853663	print	2199-6687	2199-6679
21100853738	electronic	2197-4225	2197-4225
21100853739	electronic	2226-4310	2226-4310
21100853795	print	1005-023X	1005-023X
21100853805	electronic	2095-4697	2095-4689
21100853805	print	2095-4689	2095-4689
21100853806	electronic	2058-9689	2058-9689
21100853837	print	2289-7879	2289-7879
21100853869	print	1008-8296	1008-8296
21100853871	electronic	2213-2368	2213-235X
21100853871	print	2213-235X	2213-235X
21100853873	print	0975-7066	0975-7066
21100853875	electronic	1848-5448	1848-5448
21100853875	print	1848-543X	1848-5448
21100853876	electronic	1877-9131	1877-9123
21100853876	print	1877-9123	1877-9123
21100853878	electronic	2212-7089	2212-7070
21100853878	print	2212-7070	2212-7070
21100853879	electronic	2001-1326	2001-1326
21100853883	electronic	1925-4075	1925-4067
21100853883	print	1925-4067	1925-4067
21100853884	electronic	2039-4349	2039-4349
21100853884	print	2039-4330	
21100853885	electronic	2090-1720	2090-1720
21100853885	print	2090-1712	2090-1720
21100853887	electronic	2052-2924	1479-9189
21100853887	print	1479-9189	1479-9189
21100853890	print	1825-6724	1825-6724
21100853891	print	1920-8642	1920-8642
21100853911	print	1018-3833	1018-3833
21100853920	electronic	2313-6197	2308-152X
21100853920	print	2308-152X	2308-152X
21100853929	electronic	2077-8767	2077-7973
21100853929	print	2077-7973	2077-7973
21100853933	print	1824-2979	1824-2979
21100853949	electronic	2050-7771	2050-7771
21100853957	electronic	2146-3298	1309-4572
21100853957	print	1309-4572	1309-4572
21100853960	print	2095-1264	2095-1264
21100853961	electronic	2253-1556	2253-1556
21100853963	electronic	2146-2925	2146-2925
21100853963	print	1309-534X	2146-2925
21100853967	electronic	1841-4036	1223-9666
21100853967	print	1223-9666	1223-9666
21100853968	electronic	1338-4139	1335-8421
21100853968	print	1335-8421	1335-8421
21100853970	electronic	2207-970X	2005-4254
21100853970	print	2005-4254	2005-4254
21100853973	electronic	2235-8668	2235-8668
21100853973	print	2235-8676	2235-8668
21100853977	print	2249-4847	2249-4847
21100853982	print	1738-9968	1738-9968
21100853984	electronic	1308-8459	1308-8459
21100853984	print	1307-8798	1308-8459
21100853985	electronic	2039-4705	2039-4705
21100853986	electronic	2450-6125	2353-852X
21100853986	print	2082-8691	2082-8691
21100853987	electronic	1687-9791	1687-9783
21100853987	print	1687-9783	1687-9783
21100853989	electronic	2036-7481	2036-7481
21100853989	print	2036-7473	
21100853991	electronic	2330-1619	2330-1619
21100853993	electronic	2054-2585	2054-2585
21100853993	print	2054-2577	2054-2577
21100853994	electronic	2169-0731	2169-0731
21100853994	print	2169-074X	2169-0731
21100853995	electronic	2356-6124	2356-6124
21100853995	print	2356-7759	2356-6124
21100854002	electronic	2283-3137	1973-4832
21100854002	print	1973-4832	1973-4832
21100854003	electronic	2159-2799	2159-2780
21100854003	print	2159-2780	2159-2780
21100854004	electronic	2345-4563	2345-4563
21100854004	print	2345-4571	2345-4563
21100854005	electronic	2091-0800	
21100854007	electronic	2008-2347	1560-9286
21100854007	print	1560-9286	1560-9286
21100854009	electronic	2102-6025	2101-6739
21100854009	print	2101-6739	2101-6739
21100854010	electronic	2050-0904	2050-0904
21100854080	print	2410-4833	2313-0067
21100854116	electronic	2197-7119	0178-5354
21100854116	print	0178-5354	0178-5354
21100854118	electronic	2407-6899	1411-2272
21100854118	print	1411-2272	1411-2272
21100854119	electronic	2149-2549	2149-2549
21100854119	print	2149-2247	2149-2247
21100854121	electronic	2197-0378	2197-0378
21100854128	print	1002-6630	1002-6630
21100854130	electronic	2054-4774	2054-4774
21100854131	print	1000-6613	1000-6613
21100854132	print	1007-9289	1007-9289
21100854133	electronic	2333-7214	2333-7214
21100854134	print	1003-5427	1003-5427
21100854136	electronic	2326-4594	2326-4594
21100854136	print	2326-4098	
21100854137	electronic	2345-6434	2345-6426
21100854137	print	2345-6426	2345-6426
21100854138	electronic	2444-9369	0120-4912
21100854138	print	0120-4912	0120-4912
21100854139	print	0253-9721	0253-9721
21100854140	electronic	2334-265X	2334-265X
21100854141	electronic	2090-6617	2090-6617
21100854141	print	2090-6609	2090-6617
21100854145	print	2227-6394	2227-6394
21100854146	electronic	2322-3960	2322-2522
21100854146	print	2322-2522	2322-2522
21100854147	electronic	2056-4538	2056-4538
21100854149	electronic	2322-2379	2322-2379
21100854149	print	2228-5423	2228-5423
21100854150	electronic	1694-0423	1694-0423
21100854153	electronic	2353-8627	2081-3910
21100854153	print	2081-3910	2081-3910
21100854155	electronic	2090-1399	2090-1380
21100854155	print	2090-1380	2090-1380
21100854156	electronic	2090-1496	2090-1488
21100854156	print	2090-1488	2090-1488
21100854157	electronic	2212-0025	2212-0017
21100854157	print	2212-0017	2212-0017
21100854158	electronic	0716-4548	0716-4548
21100854159	electronic	1179-1489	1179-1489
21100854162	electronic	2284-2594	2284-2594
21100854164	electronic	2333-9403	2333-9403
21100854182	electronic	1539-3399	1539-3399
21100854186	electronic	2283-5733	2284-2403
21100854186	print	2284-2403	2284-2403
21100854187	print	1814-4527	1814-4527
21100854188	electronic	2164-7712	2164-7712
21100854195	electronic	0976-4402	0976-4402
21100854196	print	1047-1979	1047-1979
21100854197	electronic	2352-1775	2352-1775
21100854212	print	1609-2759	1609-2759
21100854213	print	1947-4989	1947-4989
21100854215	electronic	2320-8031	0973-4929
21100854215	print	0973-4929	0973-4929
21100854223	electronic	2168-1732	2168-1724
21100854223	print	2168-1724	2168-1724
21100854224	electronic	2149-2530	2149-2530
21100854226	print	1793-1339	1793-1339
21100854232	electronic	2191-2858	2191-2858
21100854233	print	2192-6204	2192-6204
21100854235	electronic	2008-2118	2008-210X
21100854235	print	2008-210X	2008-210X
21100854237	print	2410-4833	2313-0067
21100854242	electronic	2228-5326	2008-9295
21100854242	print	2008-9295	2008-9295
21100854243	electronic	2090-2980	2090-2980
21100854243	print	2090-2972	2090-2980
21100854300	print	1660-4369	1660-4369
21100854303	print	2145-6569	2145-6569
21100854315	electronic	2220-4083	2220-4075
21100854315	print	2220-4075	2220-4075
21100854316	electronic	2255-2677	2255-2677
21100854331	electronic	1980-654X	1980-654X
21100854344	electronic	1884-8826	1884-8826
21100854422	electronic	2183-489X	2183-489X
21100854425	print	2532-4969	2532-4969
21100854429	electronic	2353-7396	2353-7396
21100854430	electronic	1989-9289	1989-9289
21100854445	electronic	2300-6579	2300-6579
21100854446	electronic	2149-3057	2149-3235
21100854446	print	2149-3235	2149-3235
21100854451	electronic	2383-3866	2383-3572
21100854451	print	2383-3572	2383-3572
21100854471	electronic	2049-5846	2049-5838
21100854471	print	2049-5838	2049-5838
21100854600	electronic	2161-3311	2161-3311
21100854615	electronic	2398-6786	2398-6786
21100854622	electronic	2213-3038	2213-302X
21100854622	print	2213-302X	2213-302X
21100854624	electronic	2472-3452	2472-3452
21100854631	electronic	2056-998X	2056-9971
21100854631	print	2056-9971	2056-9971
21100854632	electronic	2473-2893	2473-2893
21100854632	print	2473-2907	2473-2893
21100854640	electronic	2050-6201	2050-6201
21100854641	electronic	2373-776X	2373-776X
21100854644	electronic	2198-6401	2198-6401
21100854647	electronic	2332-1539	2332-1512
21100854647	print	2332-1512	2332-1512
21100854648	electronic	2210-2906	2210-2906
21100854649	electronic	2332-7782	2332-7782
21100854652	print	2410-4833	2313-0067
21100854653	print	2410-4833	2313-0067
21100854654	print	2410-4833	2313-0067
21100854655	print	2410-4833	2313-0067
21100854712	electronic	1800-6698	1800-5845
21100854712	print	1800-5845	1800-5845
21100854726	electronic	1814-0432	1814-0424
21100854726	print	1814-0424	1814-0424
21100854753	electronic	2368-5433	2368-5433
21100854756	electronic	2369-3029	2369-3029
21100854757	electronic	2300-6560	2300-6560
21100854766	electronic	2459-8860	2459-8860
21100854772	electronic	2445-3587	1130-8354
21100854772	print	1130-8354	1130-8354
