scopus_id	issn_type	issn	linking_issn
27984	print	0016-2590	0016-2590
27986	print	0161-7109	0161-7109
27989	electronic	1029-4945	0233-1934
27989	print	0233-1934	0233-1934
27990	print	0104-4230	0104-4230
27992	print	1048-9886	1048-9886
27993	electronic	1573-9104	0921-9668
27993	print	0921-9668	0921-9668
27994	print	1224-3450	1224-3450
27995	print	1129-8723	1129-8723
27997	electronic	1475-2727	1368-9800
27997	print	1368-9800	1368-9800
27999	electronic	2327-2244	1674-0068
27999	print	1674-0068	1674-0068
28001	print	0004-5772	0004-5772
28002	print	1415-5273	1415-5273
28003	print	1135-3074	1135-3074
28004	print	0304-4858	0304-4858
28005	electronic	1572-9540	0304-3843
28005	print	0304-3843	0304-3843
28006	print	0367-4762	0367-4762
28007	print	0967-0106	0967-0106
28008	print	0074-655X	0074-655X
28009	print	0026-4784	0026-4784
28010	electronic	1460-2407	1360-9947
28010	print	1360-9947	1360-9947
28011	print	0963-6412	0963-6412
28013	print	0921-4011	0921-4011
28014	print	1062-2454	1062-2454
28015	print	0210-5462	0210-5462
28016	print	0008-7041	0008-7041
28017	print	1476-8941	1476-8941
28018	electronic	1578-1275	0212-6567
28018	print	0212-6567	0212-6567
28019	print	0393-5582	0393-5582
28020	print	1529-7403	1529-7403
28021	print	0392-4203	0392-4203
28023	print	0016-3813	0016-3813
28025	print	0966-6362	0966-6362
28027	print	1540-7977	1540-7977
28029	electronic	1651-2359	1102-6480
28029	print	1102-6480	1102-6480
28030	print	1540-7985	1540-7985
28031	print	0093-3813	0093-3813
28032	print	1102-6510	1102-6510
28033	electronic	1477-3848	0743-4618
28033	print	0743-4618	0743-4618
28034	print	0001-4788	0001-4788
28036	print	0019-5596	0019-5596
28038	print	0045-9453	0045-9453
28040	electronic	1365-8824	1365-8816
28040	print	1365-8816	1365-8816
28041	electronic	1572-9044	1019-7168
28041	print	1019-7168	1019-7168
28042	electronic	1435-5949	1435-5930
28042	print	1435-5930	1435-5930
28043	print	1258-5769	1258-5769
28044	print	1240-4543	1240-4543
28046	print	1240-4535	1240-4535
28047	print	0158-9938	0158-9938
28048	electronic	1432-0622	0938-1279
28048	print	0938-1279	0938-1279
28049	electronic	1572-9095	0927-2852
28049	print	0927-2852	0927-2852
28050	print	1324-1435	1324-1435
28052	print	0300-8495	0300-8495
28053	print	0010-7379	0010-7379
28054	print	1038-1643	1038-1643
28055	print	1448-7527	1448-7527
28056	print	1082-1848	1082-1848
28057	print	1300-056X	1300-056X
28059	print	0373-0751	
28059	print	0951-3248	0951-3248
28060	print	1072-9240	1072-9240
28062	electronic	1573-6970	0927-5940
28062	print	0927-5940	0927-5940
28063	print	0300-9165	0300-9165
28064	print	1000-0690	1000-0690
28065	print	0307-904X	0307-904X
28066	print	0375-5444	0375-5444
28067	print	0168-9274	0168-9274
28068	print	0494-5387	0494-5387
28070	electronic	1469-2163	0963-5483
28070	print	0963-5483	0963-5483
28071	print	0233-528X	0233-528X
28072	print	0095-6562	0095-6562
28073	print	0217-751X	0217-751X
28074	print	0218-2718	0218-2718
28075	print	0217-9792	0217-9792
28077	print	0129-1831	0129-1831
28078	electronic	1572-9575	0020-7748
28078	print	0020-7748	0020-7748
28079	print	0005-2523	0005-2523
28080	print	1550-8579	1550-8579
28081	electronic	1476-5462	0969-7128
28081	print	0969-7128	0969-7128
28082	print	1360-8746	1360-8746
28085	print	0029-7828	0029-7828
28087	print	0212-1573	0212-1573
28088	print	0012-5032	0012-5032
28089	print	0029-7844	0029-7844
28090	print	0889-8545	0889-8545
28092	print	0013-0095	0013-0095
28093	electronic	1468-2834	0002-0729
28093	print	0002-0729	0002-0729
28094	print	0361-3682	0361-3682
28096	print	0001-4826	0001-4826
28097	print	1471-2296	1471-2296
28098	print	1472-6963	1472-6963
28099	print	1472-6920	1472-6920
28100	print	1472-6939	1472-6939
28104	print	0013-9998	0013-9998
28105	print	0014-0015	0014-0015
28107	print	0364-3107	0364-3107
28109	print	0046-2497	0046-2497
28110	print	1471-2288	1471-2288
28111	print	1741-7015	1741-7015
28112	print	1472-684X	1472-684X
28114	print	0021-3462	0021-3462
28115	electronic	1090-6487	0021-3640
28115	print	0021-3640	0021-3640
28116	print	0042-8833	0042-8833
28117	electronic	1347-4065	0021-4922
28117	print	0021-4922	0021-4922
28119	print	0270-5214	0270-5214
28120	print	0972-2408	0972-2408
28122	print	1538-6341	1538-6341
28123	print	1461-3123	1461-3123
28124	print	0014-1496	0014-1496
28125	print	1012-8298	1012-8298
28126	print	1015-6321	1015-6321
28127	electronic	1347-4715	1342-078X
28127	print	1342-078X	1342-078X
28128	print	0084-2230	0084-2230
28129	electronic	1764-7177	1155-4339
28129	print	1155-4339	1155-4339
28130	electronic	1563-518X	0021-8464
28130	print	0021-8464	0021-8464
28132	electronic	1089-7550	0021-8979
28132	print	0021-8979	0021-8979
28134	electronic	1089-7690	0021-9606
28134	print	0021-9606	0021-9606
28135	print	0209-164X	0209-164X
28136	electronic	1546-1963	1546-1955
28136	print	1546-1955	1546-1955
28137	print	0020-7489	0020-7489
28138	print	1541-5147	1744-618X
28139	electronic	1569-3937	0920-5071
28139	print	0920-5071	0920-5071
28140	print	1357-6321	1357-6321
28141	print	0022-4863	0022-4863
28142	electronic	1466-7657	0020-8132
28142	print	0020-8132	0020-8132
28143	electronic	1097-0223	0197-3851
28143	print	0197-3851	0197-3851
28145	electronic	1091-840X	1091-840X
28145	print	0028-9604	0028-9604
28146	electronic	1578-1453	0304-5013
28146	print	0304-5013	0304-5013
28147	print	0014-2158	0014-2158
28148	print	1538-7216	1538-7216
28149	print	0886-1099	0886-1099
28151	print	0994-3919	0994-3919
28154	electronic	1798-5617	0015-0010
28154	print	0015-0010	0015-0010
28155	print	0377-9238	0377-9238
28156	print	0002-9831	0002-9831
28157	print	1671-167X	1671-167X
28158	print	1002-3208	1002-3208
28159	print	0146-0862	0146-0862
28160	electronic	1096-4673	0161-2840
28160	print	0161-2840	0161-2840
28161	electronic	1472-6491	1472-6483
28161	print	1472-6483	1472-6483
28162	electronic	1539-073X	1520-9229
28162	print	1520-9229	1520-9229
28163	print	1471-7697	1471-7697
28164	electronic	0717-7526	0048-766X
28164	print	0048-766X	0048-766X
28167	print	0034-7434	0034-7434
28168	print	0430-5027	0430-5027
28169	print	0048-7732	0048-7732
28170	print	0739-0041	0739-0041
28171	print	1280-1437	1280-1437
28172	print	0035-290X	0035-290X
28174	print	1063-3189	1063-3189
28175	print	0071-6693	0071-6693
28177	print	0888-0352	0888-0352
28178	print	0028-792X	0028-792X
28179	print	0091-3367	0091-3367
28180	print	0021-8499	0021-8499
28181	electronic	1532-7663	1057-7408
28181	print	1057-7408	1057-7408
28182	print	0149-2608	0149-2608
28183	electronic	1538-9049	1098-7886
28183	print	1098-7886	1098-7886
28185	print	1539-0136	1539-0136
28186	electronic	1365-2648	0309-2402
28186	print	0309-2402	0309-2402
28188	print	0026-3184	0026-3184
28189	print	0394-977X	0394-977X
28190	print	0743-2550	0743-2550
28191	electronic	1365-2702	0962-1067
28191	print	0962-1067	0962-1067
28193	electronic	1532-7655	0737-0016
28193	print	0737-0016	0737-0016
28194	print	0093-609X	0093-609X
28195	print	1566-9076	1566-9076
28196	print	1048-5104	1048-5104
28197	print	0379-9514	0379-9514
28199	electronic	1366-5804	1354-750X
28199	print	1354-750X	1354-750X
28200	print	0142-9612	0142-9612
28201	print	0895-3988	0895-3988
28202	print	0861-6485	0861-6485
28203	electronic	1573-8256	0006-3398
28203	print	0006-3398	0006-3398
28204	print	0022-0124	0022-0124
28205	print	1071-5568	1071-5568
28206	electronic	1527-2966	0099-1767
28206	print	0099-1767	0099-1767
28207	print	1474-9114	1474-9114
28208	print	0898-0101	0898-0101
28211	print	1533-1458	1533-1458
28212	print	1092-4450	1092-4450
28214	print	1744-165X	1744-165X
28215	print	1546-2501	1878-7576
28216	print	1010-6049	1010-6049
28218	electronic	1365-2966	0035-8711
28218	print	0035-8711	0035-8711
28221	print	0885-6028	0885-6028
28222	print	0888-0395	0888-0395
28223	print	0047-262X	
28224	electronic	1539-0721	0002-0443
28224	print	0002-0443	0002-0443
28225	electronic	1550-5065	1057-3631
28225	print	1057-3631	1057-3631
28227	print	0218-5385	0218-5385
28229	print	0016-9900	0016-9900
28232	print	1073-7472	1073-7472
28233	electronic	1365-2834	0966-0429
28233	print	0966-0429	0966-0429
28234	print	1061-3749	1061-3749
28236	print	1682-3141	1682-3141
28237	electronic	1547-5069	1527-6546
28237	print	1527-6546	1527-6546
28238	print	0884-2175	0090-0311
28239	print	1361-3111	1361-3111
28240	electronic	1532-8449	0882-5963
28240	print	0882-5963	0882-5963
28241	electronic	1532-8473	1089-9472
28241	print	1089-9472	1089-9472
28242	electronic	1550-5073	0893-2190
28242	print	0893-2190	0893-2190
28243	print	1052-1577	1052-1577
28244	print	1120-8651	1120-8651
28245	print	0038-0938	0038-0938
28246	electronic	1608-3423	0038-0946
28246	print	0038-0946	0038-0946
28247	print	0004-2803	0004-2803
28248	print	0022-3867	0022-3867
28249	print	8755-7223	8755-7223
28250	print	0279-3695	0279-3695
28251	print	1471-230X	1471-230X
28252	electronic	1546-8364	1059-8405
28252	print	1059-8405	1059-8405
28253	print	1521-6918	1521-6918
28254	print	1043-6596	1043-6596
28255	print	1078-7496	1078-7496
28256	electronic	1465-3923	0090-5992
28256	print	0090-5992	0090-5992
28257	print	1062-0303	1062-0303
28260	print	1173-2032	1173-2032
28261	electronic	1572-9672	0038-6308
28261	print	0038-6308	0038-6308
28262	print	1367-9015	1367-9015
28263	print	0835-7900	0835-7900
28264	print	1213-323X	1213-323X
28265	electronic	1443-9573	1443-9573
28265	print	1443-9611	1443-9573
28269	electronic	1421-9808	0177-9990
28269	print	0177-9990	0177-9990
28273	electronic	1542-7714	1542-3565
28273	print	1542-3565	1542-3565
28274	print	0022-8370	0022-8370
28275	print	1089-3261	1089-3261
28279	print	0022-8710	0022-8710
28280	electronic	1615-6730	0174-2442
28280	print	0174-2442	0174-2442
28281	electronic	1463-1318	1462-8910
28281	print	1462-8910	1462-8910
28282	print	1476-5926	1476-5926
28283	print	0353-9296	0353-9296
28284	print	0742-8367	0742-8367
28287	electronic	1534-312X	1522-8037
28287	print	1522-8037	1522-8037
28288	print	0723-2276	0723-2276
28289	electronic	1531-7056	0267-1379
28289	print	0267-1379	0267-1379
28291	electronic	1534-309X	1092-8472
28291	print	1092-8472	1092-8472
28292	print	0047-3618	0047-3618
28293	print	0174-108X	0174-108X
28295	electronic	1588-2543	0044-5975
28295	print	0044-5975	0044-5975
28296	print	0065-1141	0065-1141
28297	electronic	1421-9867	0012-2823
28297	print	0012-2823	0012-2823
28298	print	1590-8658	1590-8658
28299	electronic	1421-9875	0257-2753
28299	print	0257-2753	0257-2753
28300	electronic	1573-2568	0163-2116
28300	print	0163-2116	0163-2116
28301	print	0047-3936	
28302	electronic	1443-1661	0915-5635
28302	print	0915-5635	0915-5635
28303	print	1529-7764	1529-7764
28304	print	0889-6348	0889-6348
28306	print	1682-8658	1682-8658
28308	electronic	1438-8812	0013-726X
28308	print	0013-726X	0013-726X
28309	electronic	1439-2577	0933-811X
28309	print	0933-811X	0933-811X
28310	print	0954-691X	0954-691X
28311	electronic	1537-1581	1527-8557
28311	print	1527-8557	1527-8557
28312	print	0170-8406	0170-8406
28313	print	0066-4774	0066-4774
28315	print	0302-0665	0302-0665
28316	print	0003-6293	0003-6293
28317	print	0101-7772	0101-7772
28318	print	0016-3503	0016-3503
28319	print	0399-8320	0399-8320
28320	print	0004-0975	0004-0975
28321	print	1074-8970	1074-8970
28322	print	0129-0533	0129-0533
28323	print	0004-6493	0004-6493
28324	print	1368-3500	1368-3500
28325	print	0885-7458	0885-7458
28326	print	1232-9886	1232-9886
28327	print	0210-5705	0210-5705
28328	print	0387-1207	0387-1207
28329	print	1065-2477	1065-2477
28330	electronic	1528-0012	0016-5085
28330	print	0016-5085	0016-5085
28332	electronic	1120-3757	1120-3757
28332	print	0889-8553	0889-8553
28333	print	0964-5691	0964-5691
28334	electronic	2234-7313	1598-141X
28334	print	1598-141X	1598-141X
28336	electronic	1521-0642	0090-8320
28336	print	0090-8320	0090-8320
28337	print	0884-5891	0884-5891
28338	electronic	1616-7228	1616-7228
28338	print	1616-7341	1616-7228
28339	print	0029-8018	0029-8018
28340	print	1047-9325	1047-9325
28341	print	1358-2283	1358-2283
28342	print	1063-5750	1063-5750
28343	print	0034-8570	0034-8570
28344	print	0035-1563	0035-1563
28345	electronic	1469-7653	0956-7968
28345	print	0956-7968	0956-7968
28346	print	0950-5911	0950-5911
28347	print	1526-1719	1526-1719
28348	electronic	1538-9766	1042-895X
28348	print	1042-895X	1042-895X
28349	print	0068-113X	0068-113X
28350	electronic	1097-6779	0016-5107
28350	print	0016-5107	0016-5107
28351	print	1052-5157	1052-5157
28352	electronic	1463-5011	1463-5003
28352	print	1463-5003	1463-5003
28354	print	0182-0745	0182-0745
28355	print	1042-8275	1042-8275
28357	print	0026-4628	0026-4628
28359	print	1567-8326	1567-8326
28360	print	1660-1769	1660-1769
28361	print	0129-5721	0129-5721
28362	electronic	1600-0692	0371-0459
28362	print	0371-0459	0371-0459
28363	electronic	1743-2936	1362-1718
28363	print	1362-1718	1362-1718
28365	print	0394-0225	0394-0225
28366	electronic	1468-3288	0017-5749
28366	print	0017-5749	0017-5749
28367	electronic	1477-2574	1365-182X
28367	print	1365-182X	1365-182X
28368	print	1253-7020	1253-7020
28369	print	0172-6390	0172-6390
28370	print	1232-9878	1232-9878
28371	electronic	1527-3350	0270-9139
28371	print	0270-9139	0270-9139
28372	print	0078-3218	0078-3218
28373	print	1386-6346	1386-6346
28374	electronic	2300-7370	0078-3234
28374	print	0078-3234	0078-3234
28375	print	0399-1784	0399-1784
28376	print	0894-4946	0894-4946
28377	print	0029-8182	0029-8182
28379	print	1359-6462	1359-6462
28380	electronic	1469-8110	1351-3249
28380	print	1351-3249	1351-3249
28381	electronic	1067-8344	0278-6656
28381	print	0278-6656	0278-6656
28382	print	0536-2180	0536-2180
28383	print	1352-8513	1352-8513
28385	print	0015-2617	0015-2617
28386	electronic	0975-0711	0254-8860
28386	print	0254-8860	0254-8860
28387	print	1078-0998	1078-0998
28388	print	0144-0322	0144-0322
28389	print	0737-1020	0737-1020
28390	print	1538-0637	1538-0637
28391	print	0886-0483	0886-0483
28392	print	0145-2258	0145-2258
28395	print	0038-223X	0038-223X
28396	print	0009-8353	0009-8353
28398	print	1063-7192	1026-7689
28399	print	0010-3063	0010-3063
28400	electronic	1546-072X	0009-837X
28400	print	0009-837X	0009-837X
28401	electronic	1471-6844	0009-8388
28401	print	0009-8388	0009-8388
28404	electronic	1558-9234	0009-8418
28404	print	0009-8418	0009-8418
28405	print	0132-3474	0132-3474
28406	print	0015-2587	0015-2587
28407	electronic	1467-8381	1351-3958
28407	print	1351-3958	1351-3958
28408	electronic	1467-8446	0004-8992
28408	print	0004-8992	0004-8992
28409	print	0079-6611	0079-6611
28411	print	1087-2817	1087-2817
28412	print	1071-832X	1071-832X
28413	print	0340-4803	0340-4803
28414	print	0015-2609	0015-2609
28415	print	1478-3576	1478-3576
28416	print	0167-6423	0167-6423
28417	print	1093-328X	1093-328X
28418	electronic	1533-4465	0007-2303
28418	print	0007-2303	0007-2303
28419	print	0020-5346	0020-5346
28420	print	0001-4370	0001-4370
28421	print	1044-3746	1044-3746
28422	print	0038-920X	0038-920X
28423	print	1229-9367	1229-9367
28424	electronic	1475-3081	1471-0684
28424	print	1471-0684	1471-0684
28425	print	0379-7112	0379-7112
28426	electronic	1467-842X	1369-1473
28426	print	1369-1473	1369-1473
28427	electronic	1572-8099	0015-2684
28427	print	0015-2684	0015-2684
28428	electronic	2156-2202	0148-0227
28428	print	0022-1406	
28428	print	0148-0227	0148-0227
28430	electronic	1886-8134	0214-8358
28430	print	0214-8358	0214-8358
28432	print	1522-8789	1522-8789
28435	print	0926-9851	0926-9851
28436	print	1364-6826	1364-6826
28437	print	0080-889X	0080-889X
28438	print	1359-8155	1359-8155
28439	electronic	1432-1394	0949-7714
28439	print	0949-7714	0949-7714
28440	print	0888-7233	0888-7233
28441	print	0264-3707	0264-3707
28442	print	0093-3341	0093-3341
28443	print	1611-3683	1611-3683
28444	print	0143-7798	0143-7798
28446	print	1534-5971	1534-5971
28447	print	0963-0651	0963-0651
28448	electronic	1573-157X	1383-4649
28448	print	1383-4649	1383-4649
28449	print	0377-0273	0377-0273
28450	print	1462-897X	1462-897X
28451	print	0162-8771	0162-8771
28452	print	1461-7668	1461-7668
28453	print	0019-333X	0019-333X
28454	print	0332-1649	0332-1649
28455	electronic	1420-8954	1016-3328
28455	print	1016-3328	1016-3328
28456	print	0925-7721	0925-7721
28457	electronic	1432-0924	0178-7675
28457	print	0178-7675	0178-7675
28458	print	0371-411X	0371-411X
28459	electronic	1573-2894	0926-6003
28459	print	0926-6003	0926-6003
28460	print	0585-9131	0585-9131
28461	print	0167-9473	0167-9473
28462	print	0267-0844	0267-0844
28463	print	1311-1817	1311-1817
28464	electronic	1469-4360	0266-4666
28464	print	0266-4666	0266-4666
28465	print	0891-2424	0891-2424
28466	electronic	1468-0289	0013-0117
28466	print	0013-0117	0013-0117
28467	print	0264-9993	0264-9993
28468	print	0097-4943	0097-4943
28468	print	0898-1221	0898-1221
28469	print	1572-5286	1572-5286
28470	electronic	1615-3383	1615-3375
28470	print	1615-3375	1615-3375
28471	electronic	1469-1779	0144-686X
28471	print	0144-686X	0144-686X
28472	print	0218-348X	0218-348X
28473	electronic	1936-606X	0163-5158
28473	print	0163-5158	0163-5158
28474	print	0169-2968	0169-2968
28475	print	1568-1637	1568-1637
28476	print	0911-0119	0911-0119
28477	print	0218-1959	0218-1959
28478	electronic	1364-6915	1360-7863
28478	print	1360-7863	1360-7863
28479	print	1003-8620	1003-8620
28480	print	0021-1575	0021-1575
28481	print	1001-2249	1001-2249
28482	print	0016-9161	0016-9161
28483	print	1017-3293	1017-3293
28485	electronic	1439-4049	1432-2625
28485	print	1432-2625	1432-2625
28486	print	0928-303X	0928-303X
28487	electronic	1469-5758	0953-5314
28487	print	0953-5314	0953-5314
28488	electronic	1432-0479	0938-2259
28488	print	0938-2259	0938-2259
28489	electronic	1468-0343	0954-1985
28489	print	0954-1985	0954-1985
28490	print	0165-1765	0165-1765
28491	electronic	1468-0351	0967-0750
28491	print	0967-0750	0967-0750
28492	print	1070-485X	1070-485X
28494	print	0020-7160	0020-7160
28495	electronic	1573-1766	1382-3892
28495	print	1382-3892	1382-3892
28496	electronic	1720-8319	1594-0667
28496	print	1594-0667	1594-0667
28497	print	0266-5611	0266-5611
28498	electronic	1090-2678	0196-6774
28498	print	0196-6774	0196-6774
28499	electronic	1573-2886	1382-6905
28499	print	1382-6905	1382-6905
28500	electronic	1090-2708	0885-064X
28500	print	0885-064X	0885-064X
28501	electronic	1573-7683	0924-9907
28501	print	0924-9907	0924-9907
28502	electronic	1569-3953	1569-3953
28502	print	1570-2820	1569-3953
28503	electronic	1095-855X	0747-7171
28503	print	0747-7171	0747-7171
28507	electronic	1468-2699	0039-6338
28507	print	0039-6338	0039-6338
28509	electronic	1469-5936	0967-2567
28509	print	0967-2567	0967-2567
28510	electronic	0029-5973	0029-5973
28510	print	1568-5276	0029-5973
28511	print	1387-3954	1387-3954
28512	print	0025-5610	0025-5610
